id	stem	gloss	part_of_speech	strongs_list
2149	Meholah	(proper name) a man's name	Noun	
2150	Meholah	(proper name) the name of a town	Noun	
2151	Mehujael	(proper name) man in Gen. 4:18	Noun	
2152	Mehuman	(proper name) a man's name	Noun	H4104
2153	Mekonah	(proper name) the name of a town	Noun	
2154	Melatiah	(proper name) a man's name	Noun	
2155	Melchi	(proper name) the person (Luke 3)	Noun	G3197
2156	Melchizedek	(proper name) the person in Gen 14	Noun	
2157	Melea	(proper name) the person (Luke 3)	Noun	
2158	Melissa	(proper name) name	Noun	
2159	Melki	(proper name) a man's name	Noun	
2160	member	(LDV) a person that belongs to a group or organization	Noun	H7716
2161	Memukan	(proper name) a man's name	Noun	
2162	Mene	DELETE	Noun	
2163	Menna	(proper name) the person (Luke 3)	Noun	
2164	Mephaath	(proper name) the name of a town in Joshua 13:18	Noun	
2165	Mephibosheth	(proper name) a man's name	Noun	H4648
2166	Merab	(proper name) a woman's name	Noun	H4764
2167	Meraiah	(proper name) a man's name	Noun	
2168	Meraioth	(proper name) a man's name	Noun	
2169	Merar	(proper name) the name of a man in Joshua 21:34	Noun	
2170	Merari	(proper name) Levi's son	Noun	H4848
2171	merchandise	(complex) goods that are being sold	Noun	H4377,H4465
2172	merchant	(complex) someone who sells things	Noun	H7788
2173	mercy	(complex alternate) being forgiving and kind to someone who deserves to be punished	Noun	
2174	Meremoth	(proper name) a man's name	Noun	H4822
2175	Meres	(proper name) a man's name	Noun	H4825
2176	Meribah	(proper name) the name of a place in Exodus 17:7	Noun	H4809
2177	Meronoth	(proper name) a man's name	Noun	H4824
2178	Meroz	(proper name) the name of a town in Judges 5:23	Noun	
2179	Mesha	(proper name) the city	Noun	H4338
2180	Meshach	(proper name) Mishael's Babylonian name	Noun	
2181	Meshech	(proper name) a man's name	Noun	
2182	Meshezabel	(proper name) a man's name	Noun	
2183	Meshillemoth	(proper name) a man's name	Noun	
2184	Meshullam	(proper name) a man's name	Noun	H4918
2185	Meshullan	(proper name) a man's name	Noun	
2186	Mesopotamia	(proper name) the place	Noun	H0763
2187	Mesoullam	(proper name) a man's name	Noun	
2188	message	(LDV) an indirect written or oral communication for someone	Noun	H4400
2189	messenger	(complex) a person who carries and delivers written messages	Noun	H4397
2190	Messiah	(proper name) the Messiah	Noun	G5580,H4899,H7886,G5547,G0500
2191	metal	(LDV) the substance, metal	Noun	H8210,H4165,H4541,H7193,H6826
2192	meter	(LDV) unit of length, a little longer than 3 feet	Noun	
2193	Metheg-Ammah	(proper name) the name of a city	Noun	
2194	Methuselah	(proper name) oldest man that ever lived	Noun	
2195	Methushael	(proper name) man in Gen. 4:18	Noun	
2196	Meunim	(proper name) a man's name	Noun	
2197	Mibsam	(proper name) a man's name	Noun	
2198	Mibzar	(proper name) man in Gen. 36:42	Noun	
2199	Micah	(proper name)  a man's name in Judges 17:1	Noun	H4318
2200	Micah	(proper name) the name of the Bible book	Noun	H4318
2201	Micaiah	(proper name) a man's name	Noun	
2202	Michael	(proper name) one of the archangels	Noun	G3413
2203	Michal	(proper name) a woman's name	Noun	
2204	Middin	(proper name) the name of a town in Joshua 15:61	Noun	
2205	middle	(LDV) the middle point of an area (the middle of the sea)	Noun	G3319,H1459,H2676
2206	middle	(LDV) the middle point between two places	Noun	G3319,H1459,H2676
2207	middle	(LDV) the middle point in an interval of time	Noun	G3319,H1459,H2676
2208	Middle-East	(proper name) the name of  the region that includes Israel, Irag, Iran, etc.	Noun	
2209	Midian	(proper name) the place	Noun	H0420
2210	Midian	(proper name) man in Gen 25	Noun	H0420
2211	Midianite	(proper name) people in Gen. 36:35	Noun	H6159,H2354,H7254,H3500,H6759
2212	midnight	the time midnight	Noun	G3317
2213	midwife	(complex) a woman who helps other women while giving birth	Noun	H3205,H0070
2214	Migdal-Eder	(proper name) place in Gen. 35:21	Noun	
2215	Migdal-El	(proper name) the name of a town in Joshua 19:38	Noun	
2216	Migdal-Gad	(proper name) the name of a town in Joshua 15:37	Noun	
2217	Migdol	(proper name) the name of a place in Exodus 14:2	Noun	
2218	Migron	(proper name) the name of a place	Noun	
2219	Mijamin	(proper name) a man's name	Noun	H4326
2220	Mika	(proper name) a man's name	Noun	
2221	Mikmash	(proper name) the name of a place	Noun	
2222	Mikmethath	(proper name) the name of a town in Joshua 16:6	Noun	
2223	Milalai	(proper name) a man's name	Noun	
2224	Milcah	(proper name) woman in Gen 11	Noun	
2225	Miletus	the name of a city	Noun	
2226	milk	(LDV) the liquid that comes from a cow and people drink	Noun	H2461,G1051
2227	Milkah	(proper name) a woman's name in Joshua 17:3	Noun	
2228	Millo	(proper name) the name of a fortress in Jerusalem	Noun	H1037
2229	mina	(biblical unit) weight: 0.6 ounces, 1.25 pounds	Noun	H4488,G3414
2230	mind	(LDV) the mind	Noun	G5423
2231	Miniamin	(proper name) a man's name	Noun	
2232	Minnith	(proper name) the name of a region in Judges 11:33	Noun	
2233	mint	(complex) a type of spice	Noun	G2238
2234	minute	(LDV) a unit of time	Noun	G4486,H8318
2235	miracle	(complex) a miraculous act	Noun	H6382,H4652,H4159,H8540
2236	Miriam	(proper name) a woman's name in Exodus 15:1	Noun	
2237	Mishael	(proper name) a friend of Daniel	Noun	H4332
2238	Mishal	(proper name) the name of a town in Joshua 19:26	Noun	
2239	Mishma	(proper name) a man's name	Noun	
2240	Mispereth	(proper name) a man's name	Noun	
2241	Misrephoth-Maim	(proper name) the name of a city in Joshua 13:6	Noun	
2242	mistake	(LDV) something was done incorrectly	Noun	H7684,H4879,H8442
2243	Mithredath	(proper name) a man's name	Noun	H4990
2244	Mitylene	(proper name) the name of a city	Noun	G3412
2245	Mizpah	(proper name) the place	Noun	
2246	Mizraim	(proper name) man in Gen 10	Noun	H6047,H3853
2247	Mizzah	(proper name) man in Gen. 36:13	Noun	H4199
2248	Mnason	(proper name) a man's name	Noun	G3416
2249	Moab	(proper name) the place	Noun	H4124
2250	Moabite	(proper name) a person of the moabites	Noun	H4125
2251	Moadiah	(proper name) a man's name	Noun	
2252	model	(LDV) a small copy of something	Noun	H1823,G5179,H8403
2253	Moladah	(proper name) the name of a town in Joshua 15:26	Noun	
2254	mold	(complex) a soft green, grey, or black substance that grows on things in warm, wet air	Noun	
2255	Molech	(proper name) a god's name	Noun	
2256	money	(LDV) money	Noun	G5133
2257	month	(LDV) a calendar month	Noun	G3376,H3393
2258	moon	(LDV) the moon	Noun	H3394
2259	Mordecai	(proper name) cousin of Esther	Noun	
2260	Moreh	(proper name) Place in Gen 12	Noun	H4176
2261	Moriah	(proper name) the name of a region in Gen 22	Noun	H3070
2262	morning	(LDV) the morning	Noun	H1966
2263	mortar	(complex) cement for bricks	Noun	H4388,H4085,H2915
2264	Moses	(proper name) the person Moses	Noun	G3475,H3503,G0002,G3551,H3115
2265	Most-Holy-Place	(proper name) a section of the tabernacle and temple (see also Holy-Place)	Noun	
2266	moth	(complex) the insect	Noun	H6211,G4597,H5580,G4598
2267	mother	(LDV) the female parent of a child	Noun	H2545,G3389,G3390,H0517
2268	Mother	(proper name) the title that a child uses when addressing his or her female parent	Noun	H2545,G3389,G3390,H0517
2269	mother-in-law	(complex) a mother-in-law	Noun	
2270	motive	(complex) the reason a person does something	Noun	G0156,G3056,H4616
2271	mount-Adummim	(proper name) the name of a mountain in Joshua 15:7	Noun	
2272	mount-Baal-Hermon	(proper name) the name of a mountain in Judges 3:3	Noun	
2273	mount-Baalah	(proper name) mount-Baalah	Noun	
2274	mount-Carmel	(proper name) the name of a mountain	Noun	
2275	mount-Ebal	(proper name) the name of a mountain in Joshua 8:30	Noun	
2276	mount-Edom	(proper name) mount Edom	Noun	
2277	mount-Ephron	(proper name) the name of a mountain in Joshua 15:9	Noun	
2278	mount-Gaash	(proper name) the name of a mountain in Judges 2:9	Noun	
2279	mount-Gerizim	(proper name) a mountain in Judges 9:7	Noun	
2280	mount-Gilboa	(proper name) Mount Gilboa	Noun	
2281	mount-Gilead	(proper name) the name of a mountain in Judges 7:3	Noun	
2282	mount-Halak	(proper name) a mountain in Joshua 12:7	Noun	
2283	mount-Heres	(proper name) the name of a mountain in Judges 1:35	Noun	
2284	mount-Hermon	(proper name) mount Hermon in Joshua 12:1	Noun	
2285	mount-Horeb	(proper name) the name of a mountain in Exodus 3:1	Noun	
2286	mount-Jearim	(proper name) mount-Jearim	Noun	
2287	mount-Megiddo	(proper name) the name of a mountain in Rev. 16:16	Noun	
2288	mount-Olives	(proper name) the place	Noun	
2289	mount-Paran	(proper name) the name of a mountain	Noun	
2290	mount-Pisgah	(proper name) a mountain in Joshua 12:3	Noun	
2291	mount-Seir	(proper name) the name of a mountain in Joshua 15:10	Noun	
2292	mount-Sinai	(proper name) a mountain named Sinai	Noun	
2293	mount-Tabor	the name of a mountain in Judges 4:6	Noun	
2294	mount-Zalmon	(proper name) the name of a mountain in Judges 9:48	Noun	
2295	mount-Zion	(proper name) the place	Noun	
2296	mountain	(LDV) a mountain	Noun	H5514,H0534
2297	mouth	(LDV) the mouth of a human or animal	Noun	H6310,H6433,G4750
2298	Mozah	(proper name) the name of a town in Joshua 18:26	Noun	
2299	mule	(complex) an animal whose parents are a horse and a donkey	Noun	H0327,H6505
2300	Muppim	(proper name) man in Gen. 46:21	Noun	
2301	muscle	(LDV) muscle in an animal's body	Noun	
2302	Mushi	(proper name) a man's name in Exodus 6:19	Noun	H4187
2303	music	(LDV) music	Noun	H5058,H5059,H5329,G5567,H2158
2304	Myra	(proper name) the name of a city	Noun	
2305	myrrh	(complex) a substance that smells good when people burn it	Noun	G4666,H4753
2306	Mysia	(proper name) the name of a region	Noun	
2307	mystery	(complex alternate) something unknown, something impossible to understand	Noun	G3466,G0899,H7328
2308	Naamah	(proper name) woman in Gen. 4:22	Noun	H5284
2309	Naaman	(proper name) the person (Luke 4:27)	Noun	H5280,G3497
2310	Naarah	(proper name) the name of a town in Joshua 16:7	Noun	
2311	Nabal	(proper name) a man's name	Noun	
2312	Nadab	(proper name) a man's name in Exodus 6:23	Noun	H5070
2313	Naggai	(proper name) the person (Luke 3:25)	Noun	
2314	Nahalal	(proper name) the name of a town in Joshua 19:15	Noun	
2315	Nahalol	(proper name) the name of a town in Judges 1:30	Noun	
2316	Nahamani	(proper name) a man's name	Noun	
2317	Naharai	(proper name) a man's name	Noun	
2318	Nahash	(proper name) a man's name	Noun	
2319	Nahath	(proper name) man in Gen. 36:13	Noun	
2320	Nahor	(proper name) the person (Luke 3)	Noun	H1514
2321	Nahshon	(proper name) relative of Aaron	Noun	
2322	Nahum	(proper name) the prophet in the book of Nahum	Noun	
2323	Nahum	(proper name) the name of the Bible book	Noun	
2324	nail	(LDV) the hard plate at the ends of fingers and toes	Noun	H8628,H6856,H2953
2325	nail	(LDV) used to attach 2 pieces of wood	Noun	H8628,H6856,H2953
2326	Nain	(proper name) the town where Jesus raised the widow's son from the dead	Noun	
2327	Naioth	(proper name) the name of a place	Noun	
2328	Nakon	(proper name) a man's name	Noun	
2329	name	(LDV) what a person is called	Noun	G2028,G5122,G3687
2330	Name	(proper name) an alternate name for the ark of God	Noun	G2028,G5122,G3687
2331	Nano	(proper name) man's name in Avian Influenza	Noun	
2332	Naomi	(proper name) mother of Ruth	Noun	H4755
2333	Naphish	(proper name) a man's name	Noun	H5305
2334	Naphoth	(proper name) the name of a place in Joshua 17:11	Noun	
2335	Naphoth-Dor	(proper name) the name of a city in Joshua 11:2 and 12:23	Noun	
2336	Naphtali	(proper name) Jacob's son	Noun	H5321
2337	Naphtali	(proper name) the name of a tribe	Noun	H5321
2338	Naphtuhite	(proper name) a descendant of Naphtuhim (Gen. 10)	Noun	
2339	nard	(proper name) the name of a plant	Noun	H5373
2340	Nathan	(proper name) the person (Luke 3)	Noun	H5416
2341	Nathanael	(proper name) a man's name	Noun	
2342	nation	(LDV) the political unit, a nation	Noun	G3965,H1471,H3961,G3098,H1121
2343	Nazareth	(proper name) the place	Noun	G3480,G3479
2344	Nazirite	(proper name) a group of special people that Samson was in, Judges 13:5	Noun	H5139,H5145
2345	Neah	(proper name) the name of a town in Joshua 19:13	Noun	
2346	Neapolis	(proper name) the name of a city	Noun	
2347	Nebai	(proper name) a man's name	Noun	
2348	Nebaioth	(proper name) a man's name	Noun	
2349	Neballat	(proper name) the name of a town	Noun	
2350	Nebo	(proper name) the name of a place	Noun	H5562
2351	Nebuchadnezzar	(proper name) king of Babylon	Noun	H5021
2352	neck	(LDV) the neck	Noun	H7926
2353	necklace	(complex) jewelry worn around the neck	Noun	H2002,H6060
2354	needle	(LDV) a needle used for sewing	Noun	G1976,G5168,G4476,G5169,H8278
2355	Negev	(proper name) a desert area in southern Canaan	Noun	
2356	Nehemiah	(proper name) a man's name, wrote the book of Nehemiah	Noun	
2357	Nehemiah	(proper name) the name of the Bible book	Noun	
2358	Nehum	(proper name) a man's name	Noun	
2359	Neiel	(proper name) the name of a town in Joshua 19:27	Noun	
2360	neighbor	(complex) a person who lives near someone	Noun	G5384,G4039,G4139
2361	Nekoda	(proper name) a man's name	Noun	H5353
2362	Nepheg	(proper name) a man's name in Exodus 6:21	Noun	H5298
2363	nephew	(complex) son of your brother	Noun	H2375,H3876
2364	Nephilim	(complex) giants, from Gen 6	Noun	
2365	Nephtoah	(proper name) the name of a place in Joshua 18:15	Noun	
2366	Nephusim	(proper name) a man's name	Noun	
2367	Ner	(proper name) a man's name	Noun	
2368	Neri	(proper name) the person (Luke 3)	Noun	
2369	nerve	(LDV) the body part that carries messages between the brain and other body parts	Noun	
2370	nest	(complex) a bird's nest	Noun	H7064
2371	net	(LDV) a net for catching fish	Noun	H4685,H7568,H4686,H7639
2372	Nethanel	(proper name) a man's name	Noun	H5417
2373	Netophah	(proper name) the name of a place	Noun	H5200
2374	Netophath	(proper name) the name of a place	Noun	
2375	Netty	(proper name) a name of a person	Noun	
2376	New-Moon	(proper name) the name of a feast	Noun	
2377	news	(LDV) news about someone or something	Noun	H1319,H1309,G2097,G4283
2378	Neziah	(proper name) a man's name	Noun	
2379	Nezib	(proper name) the name of a town in Joshua 15:43	Noun	
2380	Nibshan	(proper name) the name of a town in Joshua 15:62	Noun	
2381	Nicanor	(proper name) a man's name	Noun	G3527
2382	Nicodemus	(proper name) a man's name	Noun	
2383	Nicolas	(proper name) a man's name, the leader of the Nicolaitans	Noun	
2384	Nicopolis	(proper name) a city name in Titus 3:12	Noun	
2385	Niger	(proper name) a man's name	Noun	G3526
2386	night	(LDV) the time after dark	Noun	H0821,H3917
2387	Nile	(proper name) the name of the river DELETE THIS CONCEPT use river-Nile	Noun	H5104,H2975,G0125,H0930,H0260
2388	Nimrod	(proper name) man in Gen 10	Noun	H5248
2389	Nina	(proper name) name of a girl in Avian Influenza	Noun	
2390	Nineveh	(proper name) the place	Noun	H5210
2391	Nisan	(proper name) name of a month in Esther 3:7	Noun	H5212
2392	Noadiah	(proper name) a woman's name	Noun	
2393	Noah	(proper name) the person God saved from the flood	Noun	H2526,H3315,H0775,G2787,H8035
2394	Noah	(proper name) a woman's name in Joshua 17:3	Noun	H2526,H3315,H0775,G2787,H8035
2395	Nob	(proper name) the name of a place	Noun	H3430
2396	Nobah	(proper name) the name of a city in Judges 8:11	Noun	
2397	noble	(complex) a member of the highest social class	Noun	H7771
2398	Nod	(proper name) area where Cain lived in Gen. 4:16	Noun	H5113,G1770,G1269,G1962,G2656
2399	noise	(LDV) a sound, often loud and unexpected	Noun	H1995
2400	noon	time at 12:00 noon	Noun	H6672
2401	north	DELETE - use 'northern region'  the compass direction	Noun	
2402	nose	(LDV) part of the face, both for people and animals	Noun	H5141
2403	November	(proper name) the 11th month of the year	Noun	
2404	NULL	this concept is paired with complex concepts, but if a language doesn't have an equivalent for the complex concept, this concept will be deleted	Noun	
2405	number	(LDV) the number of something (the number of Israelites is high)	Noun	G0706,H4557
2406	Numbers	(proper name) the name of the Bible book	Noun	
2407	Nun	(proper name) a man's name, the father of Joshua	Noun	H5126
2408	nurse	(LDV) person who assists someone medically	Noun	H2946,H0539,H0540,G5162
2409	Nympha	(proper name) a woman's name, mentioned in Colossians 4	Noun	
2410	oath	(complex)  paired with 'promise'	Noun	G3726,G3728,G1844,G1845,G3727
2411	Obadiah	(proper name) the name of the Bible book	Noun	
2412	Obadiah	(proper name) a man's name	Noun	
2413	Obal	(proper name) man in Gen 11	Noun	H5745
2414	Obed	(proper name) son of Boaz and Ruth	Noun	H5654,H5744
2415	Obed-Edom	(proper name) a man's name	Noun	
2416	object	(LDV) a physical thing	Noun	H4645,H1860
2417	ocean	(LDV) large masses of salt water that cover most of the earth's surface	Noun	
2418	offering	(complex)  a gift to God	Noun	H8642,G2878,H2025,G0133,H0801
2419	offering-burnt	(key term) an offering that is burned	Noun	
2420	offering-drink	(key term) a drink offering (Gen. 35:14)	Noun	
